coin,network,address,balance,Height,custodian
1INCH,BSC,https://bscscan.com/address/0x0e4158c85ff724526233c1aeb4ff6f0c46827fbe,15578.84000000,40077592,Ceffu
1INCH,BSC,https://bscscan.com/address/0x8894e0a0c962cb723c1976a4421c95949be2d4e3,33794.00900000,40077592,
1INCH,BSC,https://bscscan.com/address/0xe2fc31f816a9b94326492132018c3aecc4a93ae1,51853.56000000,40077592,
1INCH,BSC,https://bscscan.com/address/0xf977814e90da44bfa03b6295a0616a897441acec,207902.44900000,40077592,
1INCH,ETH,https://etherscan.io/address/0x21a31ee1afc51d94c2efccaa2092ad1028285549,1911771.76000000,20207948,
1INCH,ETH,https://etherscan.io/address/0x28c6c06298d514db089934071355e5743bf21d60,13237006.12000000,20207948,
1INCH,ETH,https://etherscan.io/address/0xbe0eb53f46cd790cd13851d5eff43d12404d33e8,10000000.00000000,20207948,
1INCH,ETH,https://etherscan.io/address/0xdfd5293d8e347dfe59e90efd55b2956a1343963d,1570049.38300000,20207948,
1INCH,ETH,https://etherscan.io/address/0xf977814e90da44bfa03b6295a0616a897441acec,112000000.50000000,20207948,
APT,APT,https://tracemove.io/account/0x5bd7de5c56d5691f32ea86c973c73fec7b1445e59736c97158020018c080bb00,150788.73400000,196336711,
APT,APT,https://tracemove.io/account/0x80174e0fe8cb2d32b038c6c888dd95c3e1560736f0d4a6e8bed6ae43b5c91f6f,100817.14700000,196336711,
APT,APT,https://tracemove.io/account/0xae1a6f3d3daccaf77b55044cea133379934bba04a11b9d0bbd643eae5e6e9c70,981840.58800000,196336711,
APT,APT,https://tracemove.io/account/0xd91c64b777e51395c6ea9dec562ed79a4afa0cd6dad5a87b187c37198a1f855a,151357.98500000,196336711,
APT,APT,https://tracemove.io/account/0xed8c46bec9dbc2b23c60568f822b95b87ea395f7e3fdb5e3adc0a30c55c0a60e,27103208.19000000,196336711,
ARB,ARBITRUM,https://arbiscan.io/address/0x25681ab599b4e2ceea31f8b498052c53fc2d74db,4502007.38900000,227457166,
ARB,ARBITRUM,https://arbiscan.io/address/0x3931dab967c3e2dbb492fe12460a66d0fe4cc857,5757731.92800000,227457166,
ARB,ARBITRUM,https://arbiscan.io/address/0x5a52e96bacdabb82fd05763e25335261b270efcb,32730788.24000000,227457166,
ARB,ARBITRUM,https://arbiscan.io/address/0x835678a611b28684005a5e2233695fb6cbbb0007,16562226.00000000,227457166,
ARB,ARBITRUM,https://arbiscan.io/address/0xa7c0d36c4698981fab42a7d8c783674c6fe2592d,18.07400000,227457166,
ARB,ARBITRUM,https://arbiscan.io/address/0xb38e8c17e38363af6ebdcb3dae12e0243582891d,33222311.30000000,227457166,
ARB,ARBITRUM,https://arbiscan.io/address/0xf977814e90da44bfa03b6295a0616a897441acec,478087252.70000000,227457166,
ARB,ETH,https://etherscan.io/address/0x28c6c06298d514db089934071355e5743bf21d60,188205.97300000,20207948,
BNB,BNB,https://explorer.bnbchain.org/address/bnb142q467df6jun6rt5u2ar58sp47hm5f9wvz2cvg,17185720.59000000,377389724,
