coin,network,address,balance,Height,custodian
1INCH,BSC,https://bscscan.com/address/0x0e4158c85ff724526233c1aeb4ff6f0c46827fbe,15578.84000000,40967671,Ceffu
1INCH,BSC,https://bscscan.com/address/0x8894e0a0c962cb723c1976a4421c95949be2d4e3,3792.45400000,40967671,
1INCH,BSC,https://bscscan.com/address/0xe2fc31f816a9b94326492132018c3aecc4a93ae1,109.64000000,40967671,
1INCH,ETH,https://etherscan.io/address/0x21a31ee1afc51d94c2efccaa2092ad1028285549,911304.44400000,20429972,
1INCH,ETH,https://etherscan.io/address/0x28c6c06298d514db089934071355e5743bf21d60,5823558.01800000,20429972,
1INCH,ETH,https://etherscan.io/address/0x5a52e96bacdabb82fd05763e25335261b270efcb,50000000.46000000,20429972,
1INCH,ETH,https://etherscan.io/address/0xbe0eb53f46cd790cd13851d5eff43d12404d33e8,10000000.00000000,20429972,
1INCH,ETH,https://etherscan.io/address/0xdfd5293d8e347dfe59e90efd55b2956a1343963d,531947.38100000,20429972,
1INCH,ETH,https://etherscan.io/address/0xf977814e90da44bfa03b6295a0616a897441acec,72166173.73000000,20429972,
APT,APT,https://tracemove.io/account/0x5bd7de5c56d5691f32ea86c973c73fec7b1445e59736c97158020018c080bb00,115143.02900000,208376399,
APT,APT,https://tracemove.io/account/0x80174e0fe8cb2d32b038c6c888dd95c3e1560736f0d4a6e8bed6ae43b5c91f6f,121733.06600000,208376399,
APT,APT,https://tracemove.io/account/0xae1a6f3d3daccaf77b55044cea133379934bba04a11b9d0bbd643eae5e6e9c70,863561.15300000,208376399,
APT,APT,https://tracemove.io/account/0xd91c64b777e51395c6ea9dec562ed79a4afa0cd6dad5a87b187c37198a1f855a,95627.69000000,208376399,
APT,APT,https://tracemove.io/account/0xed8c46bec9dbc2b23c60568f822b95b87ea395f7e3fdb5e3adc0a30c55c0a60e,27103208.19000000,208376399,
ARB,ARBITRUM,https://arbiscan.io/address/0x25681ab599b4e2ceea31f8b498052c53fc2d74db,4833320.82400000,238132768,
ARB,ARBITRUM,https://arbiscan.io/address/0x3931dab967c3e2dbb492fe12460a66d0fe4cc857,5926019.24700000,238132768,
ARB,ARBITRUM,https://arbiscan.io/address/0x5a52e96bacdabb82fd05763e25335261b270efcb,29571174.24000000,238132768,
ARB,ARBITRUM,https://arbiscan.io/address/0x835678a611b28684005a5e2233695fb6cbbb0007,19721840.00000000,238132768,
ARB,ARBITRUM,https://arbiscan.io/address/0xa7c0d36c4698981fab42a7d8c783674c6fe2592d,18.07400000,238132768,
ARB,ARBITRUM,https://arbiscan.io/address/0xb38e8c17e38363af6ebdcb3dae12e0243582891d,41507828.49000000,238132768,
ARB,ARBITRUM,https://arbiscan.io/address/0xf977814e90da44bfa03b6295a0616a897441acec,478087252.70000000,238132768,
ARB,ETH,https://etherscan.io/address/0x28c6c06298d514db089934071355e5743bf21d60,2624.09000000,20429972,
BNB,BNB,https://explorer.bnbchain.org/address/bnb142q467df6jun6rt5u2ar58sp47hm5f9wvz2cvg,17185720.59000000,378964337,
BNB,BNB,https://explorer.bnbchain.org/address/bnb1fnd0k5l4p3ck2j9x9dp36chk059w977pszdgdz,1230.03800000,378964337,
BNB,BNB,https://explorer.bnbchain.org/address/bnb1lsmt5a8vqqus5fwslx8pyyemgjtg4y6ugj308t,0,378964337,
BNB,BNB,https://explorer.bnbchain.org/address/bnb1m5amny2gs3xdyta6pksmr43zu4727w24syyks7,183.44300000,378964337,
BNB,BNB,https://explorer.bnbchain.org/address/bnb1u2agwjat20494fmc6jnuau0ls937cfjn4pjwtn,5183158.09300000,378964337,
BNB,BNB,https://explorer.bnbchain.org/address/bnb1xrfwzlu9c5208lhtn7ywt0mjrhjh4nt4fjyqxy,153.60900000,378964337,
BNB,BSC,https://bscscan.com/address/0x01c952174c24e1210d26961d456a77a39e1f0bb0,18456.19000000,40967671,
BNB,BSC,https://bscscan.com/address/0x0e4158c85ff724526233c1aeb4ff6f0c46827fbe,6308.35000000,40967671,Ceffu
BNB,BSC,https://bscscan.com/address/0x161ba15a5f335c9f06bb5bbb0a9ce14076fbb645,12964.31300000,40967671,
BNB,BSC,https://bscscan.com/address/0x1fbe2acee135d991592f167ac371f3dd893a508b,14947.97700000,40967671,
BNB,BSC,https://bscscan.com/address/0x29bdfbf7d27462a2d115748ace2bd71a2646946c,17043.67000000,40967671,
BNB,BSC,https://bscscan.com/address/0x3c783c21a0383057d128bae431894a5c19f9cf06,17552.35200000,40967671,
BNB,BSC,https://bscscan.com/address/0x515b72ed8a97f42c568d6a143232775018f133c8,17799.28700000,40967671,
BNB,BSC,https://bscscan.com/address/0x5a52e96bacdabb82fd05763e25335261b270efcb,633784.95400000,40967671,
BNB,BSC,https://bscscan.com/address/0x73f5ebe90f27b46ea12e5795d16c4b408b19cc6f,15679.91900000,40967671,
BNB,BSC,https://bscscan.com/address/0x835678a611b28684005a5e2233695fb6cbbb0007,2047214.31900000,40967671,
BNB,BSC,https://bscscan.com/address/0x8894e0a0c962cb723c1976a4421c95949be2d4e3,595223.43600000,40967671,
BNB,BSC,https://bscscan.com/address/0xa180fe01b906a1be37be6c534a3300785b20d947,12244.77300000,40967671,
BNB,BSC,https://bscscan.com/address/0xa7c0d36c4698981fab42a7d8c783674c6fe2592d,230754.17900000,40967671,
BNB,BSC,https://bscscan.com/address/0xbd612a3f30dca67bf60a39fd0d35e39b7ab80774,17140.07000000,40967671,
BNB,BSC,https://bscscan.com/address/0xbe0eb53f46cd790cd13851d5eff43d12404d33e8,10010.07500000,40967671,
BNB,BSC,https://bscscan.com/address/0xd3a22590f8243f8e83ac230d1842c9af0404c4a1,7448.96900000,40967671,Ceffu
BNB,BSC,https://bscscan.com/address/0xdccf3b77da55107280bd850ea519df3705d1a75a,18348.40900000,40967671,
BNB,BSC,https://bscscan.com/address/0xe2fc31f816a9b94326492132018c3aecc4a93ae1,15755.42100000,40967671,
BNB,BSC,https://bscscan.com/address/0xeb2d2f1b8c558a40207669291fda468e50c8a0bb,14702.45300000,40967671,
BNB,BSC,https://bscscan.com/address/0xf977814e90da44bfa03b6295a0616a897441acec,16961231.26000000,40967671,
BNB,ETH,https://etherscan.io/address/0x21a31ee1afc51d94c2efccaa2092ad1028285549,465.40100000,20429972,
BNB,ETH,https://etherscan.io/address/0x28c6c06298d514db089934071355e5743bf21d60,6734.15300000,20429972,
BNB,ETH,https://etherscan.io/address/0xdfd5293d8e347dfe59e90efd55b2956a1343963d,833.00000000,20429972,
BNB,ETH,https://etherscan.io/address/0xf977814e90da44bfa03b6295a0616a897441acec,68991.57400000,20429972,
BNB,OPBNB,https://opbnbscan.com/address/0x001ceb373c83ae75b9f5cf78fc2aba3e185d09e2,4888.52600000,30716677,
BNB,OPBNB,https://opbnbscan.com/address/0xf977814e90da44bfa03b6295a0616a897441acec,0,30716677,
BTC,BNB,https://explorer.bnbchain.org/address/bnb1fnd0k5l4p3ck2j9x9dp36chk059w977pszdgdz,1.33200000,378964337,
BTC,BNB,https://explorer.bnbchain.org/address/bnb1u2agwjat20494fmc6jnuau0ls937cfjn4pjwtn,7917.11000000,378964337,
BTC,BSC,https://bscscan.com/address/0x0e4158c85ff724526233c1aeb4ff6f0c46827fbe,28.77300000,40967671,Ceffu
BTC,BSC,https://bscscan.com/address/0x8894e0a0c962cb723c1976a4421c95949be2d4e3,1769.02400000,40967671,
BTC,BSC,https://bscscan.com/address/0xd3a22590f8243f8e83ac230d1842c9af0404c4a1,4756.57500000,40967671,Ceffu
BTC,BSC,https://bscscan.com/address/0xe2fc31f816a9b94326492132018c3aecc4a93ae1,602.09200000,40967671,
BTC,BSC,https://bscscan.com/address/0xf977814e90da44bfa03b6295a0616a897441acec,15000.00000000,40967671,
BTC,BTC,https://explorer.btc.com/btc/search/1PJiGp2yDLvUgqeBsuZVCBADArNsk6XEiw,12200.00700000,854872,
BTC,BTC,https://explorer.btc.com/btc/search/1Pzaqw98PeRfyHypfqyEgg5yycJRsENrE7,6260.88000000,854872,
BTC,BTC,https://explorer.btc.com/btc/search/32bhzEniykYRFADVaRM5PYswsjC23cxtes,1959.00000000,854872,
BTC,BTC,https://explorer.btc.com/btc/search/34GUzCVLbdkMQ2UdVTaA4nxPwoovVS7y2J,1181.00000000,854872,
BTC,BTC,https://explorer.btc.com/btc/search/34HpHYiyQwg69gFmCq2BGHjF1DZnZnBeBP,16306.62900000,854872,
BTC,BTC,https://explorer.btc.com/btc/search/34xp4vRoCGJym3xR7yCVPFHoCNxv4Twseo,248597.49500000,854872,
BTC,BTC,https://explorer.btc.com/btc/search/36zSLdRv1jyewjaC12fqK5fptn7PqewunL,0,854872,
BTC,BTC,https://explorer.btc.com/btc/search/38DN2uFMZPiHLHJigfv4kWC9JWJrNnhLcn,0,854872,
BTC,BTC,https://explorer.btc.com/btc/search/38Xnrq8MZiKmYmwobbYdZQ5nnCbX1qvQfE,0,854872,
BTC,BTC,https://explorer.btc.com/btc/search/395vnFScKQ1ay695C6v7gf89UzoFpx3WuJ,1758.53000000,854872,
BTC,BTC,https://explorer.btc.com/btc/search/39884E3j6KZj82FK4vcCrkUvWYL5MQaS3v,0,854872,
