month,coin,network,url,address,balance,btc_price,btc_value_usd
2024-01-01,BTC,BTC,https://explorer.btc.com/btc/search/3LtrsjtyLsHoG8WQMe2RFw3de4pLTQZNcY,3LtrsjtyLsHoG8WQMe2RFw3de4pLTQZNcY,41.05205835,42475.23,1743695.6203896708
2024-01-01,BTC,BTC,https://explorer.btc.com/btc/search/3M219KR5vEneNb47ewrPfWyb5jQ2DjxRP6,3M219KR5vEneNb47ewrPfWyb5jQ2DjxRP6,142775.68638158,42475.23,6064430117.465478
2024-01-01,BTC,BTC,https://explorer.btc.com/btc/search/3Me9QACjioepv2L2oKTC9QQ87NH6vFe1Zj,3Me9QACjioepv2L2oKTC9QQ87NH6vFe1Zj,192.5214804,42475.23,8177394.159930493
2024-01-01,BTC,BTC,https://explorer.btc.com/btc/search/3NXCvmLGz9SxYi6TnjbBQfQMcwiZ1iQETa,3NXCvmLGz9SxYi6TnjbBQfQMcwiZ1iQETa,541.06195521,42475.23,22981730.99179445
2024-01-01,BTC,BTC,https://explorer.btc.com/btc/search/3NjHh71XgjikBoTNYdWgXiNeZcLaKNThgb,3NjHh71XgjikBoTNYdWgXiNeZcLaKNThgb,888.7353096,42475.23,37749236.68438121
2024-01-01,BTC,BTC,https://explorer.btc.com/btc/search/3Qxak1CZhLyZ7GVckKphLURdLBCjMfz9bA,3Qxak1CZhLyZ7GVckKphLURdLBCjMfz9bA,5.46e-06,42475.23,0.23191475580000004
2024-01-01,BTC,BTC,https://explorer.btc.com/btc/search/bc1qm34lsc65zpw79lxes69zkqmk6ee3ewf0j77s3h,bc1qm34lsc65zpw79lxes69zkqmk6ee3ewf0j77s3h,14182.05288154,42475.23,602385958.0155742
2024-01-01,BTC,ETH,https://etherscan.io/address/0x21a31ee1afc51d94c2efccaa2092ad1028285549,0x21a31ee1afc51d94c2efccaa2092ad1028285549,,42475.23,
2024-01-01,BTC,ETH,https://etherscan.io/address/0x28c6c06298d514db089934071355e5743bf21d60,0x28c6c06298d514db089934071355e5743bf21d60,,42475.23,
2024-01-01,BTC,ETH,https://etherscan.io/address/0xdfd5293d8e347dfe59e90efd55b2956a1343963d,0xdfd5293d8e347dfe59e90efd55b2956a1343963d,,42475.23,
2024-01-01,BTC,ETH,https://etherscan.io/address/0xf977814e90da44bfa03b6295a0616a897441acec,0xf977814e90da44bfa03b6295a0616a897441acec,,42475.23,
2024-01-01,BTC,BSC,https://bscscan.com/address/0x5a52e96bacdabb82fd05763e25335261b270efcb,0x5a52e96bacdabb82fd05763e25335261b270efcb,,42475.23,
2024-01-01,BTC,BTC,https://explorer.btc.com/btc/search/32bhzEniykYRFADVaRM5PYswsjC23cxtes,32bhzEniykYRFADVaRM5PYswsjC23cxtes,1958.99997046,42475.23,83208974.3152817
2024-01-01,BTC,BTC,https://explorer.btc.com/btc/search/3JqPhvKkAPcFB3oLELBT7z2tQdjpnxuDi9,3JqPhvKkAPcFB3oLELBT7z2tQdjpnxuDi9,443.99988902,42475.23,18858997.406098977
2024-01-01,BTC,BTC,https://explorer.btc.com/btc/search/3NPL82eaehTFh4r3StpHqVQBTnZJFaGsyy,3NPL82eaehTFh4r3StpHqVQBTnZJFaGsyy,1021.89095626,42475.23,43405053.402063444
2024-01-01,BTC,BNB,https://explorer.bnbchain.org/address/bnb17jky4rwhu9rzgrx7exrfc3pcd5z290ga8qfm0j,bnb17jky4rwhu9rzgrx7exrfc3pcd5z290ga8qfm0j,,42475.23,
2024-01-01,BTC,BSC,https://bscscan.com/address/0x0e4158c85ff724526233c1aeb4ff6f0c46827fbe,0x0e4158c85ff724526233c1aeb4ff6f0c46827fbe,,42475.23,
2024-01-01,BTC,BSC,https://bscscan.com/address/0xd3a22590f8243f8e83ac230d1842c9af0404c4a1,0xd3a22590f8243f8e83ac230d1842c9af0404c4a1,,42475.23,
2024-01-01,BTC,BTC,https://explorer.btc.com/btc/search/3AQ8bAh88TQU7JV1H3ovXrwsuV6s3zYZuN,3AQ8bAh88TQU7JV1H3ovXrwsuV6s3zYZuN,2669.22627683,42475.23,113376000.03039794
2024-01-01,BTC,BTC,https://explorer.btc.com/btc/search/3E97AjYaCq9QYnfFMtBCYiCEsN956Rvpj2,3E97AjYaCq9QYnfFMtBCYiCEsN956Rvpj2,8.791e-05,42475.23,3.7339974693000006
2024-01-01,BTC,BTC,https://explorer.btc.com/btc/search/3Jy7A2rThtU9xm4o8gR3a9pvQuxXnRNuNF,3Jy7A2rThtU9xm4o8gR3a9pvQuxXnRNuNF,314.8039482,42475.23,13371370.104703085
2024-01-01,BTC,BTC,https://explorer.btc.com/btc/search/bc1q32lyrhp9zpww22phqjwwmelta0c8a5q990ghs6,bc1q32lyrhp9zpww22phqjwwmelta0c8a5q990ghs6,9561.79905698,42475.23,406139614.1590087
2024-01-01,BTC,BTC,https://explorer.btc.com/btc/search/bc1q78ufzeu8w8fwvxuphrdlg446xhyptf28fkatu5,bc1q78ufzeu8w8fwvxuphrdlg446xhyptf28fkatu5,0.0049376,42475.23,209.72569564800003
2024-01-01,BTC,BTC,https://explorer.btc.com/btc/search/bc1q7t9fxfaakmtk8pj7tdxjvwsng6y9x76czuaf5h,bc1q7t9fxfaakmtk8pj7tdxjvwsng6y9x76czuaf5h,10650.0003702,42475.23,452361215.2243301
2024-01-01,BTC,BTC,https://explorer.btc.com/btc/search/3F9CGMu7JSJnMHA8jFM2KgxuH6hhxtvENP,3F9CGMu7JSJnMHA8jFM2KgxuH6hhxtvENP,5.46e-06,42475.23,0.23191475580000004
2024-01-01,BTC,ETH,https://etherscan.io/address/0x5a52e96bacdabb82fd05763e25335261b270efcb,0x5a52e96bacdabb82fd05763e25335261b270efcb,,42475.23,
2024-01-01,BTC,BTC,https://explorer.btc.com/btc/search/32KqbtrRVxC6GLUJgJhVQtFTaCdq4GrgBb,32KqbtrRVxC6GLUJgJhVQtFTaCdq4GrgBb,1910.2239743,42475.23,81137202.6599066
2024-01-01,BTC,BTC,https://explorer.btc.com/btc/search/3PXBET2GrTwCamkeDzKCx8DeGDyrbuGKoc,3PXBET2GrTwCamkeDzKCx8DeGDyrbuGKoc,45177.38819166,42475.23,1918919954.2400427
2024-01-01,BTC,BTC,https://explorer.btc.com/btc/search/3QK5vQ9hucSg8ZC8Vizq83qEWeHFLAWMud,3QK5vQ9hucSg8ZC8Vizq83qEWeHFLAWMud,694.66399016,42475.23,29506012.75476374
2024-01-01,BTC,BSC,https://bscscan.com/address/0x08439901c2bb071cd0812ed329675c9657434083,0x08439901c2bb071cd0812ed329675c9657434083,,42475.23,
2024-01-01,BTC,BTC,https://explorer.btc.com/btc/search/bc1qq393eyjh8hdjvcchy0mxquhh9wx8h3kzlkchfs,bc1qq393eyjh8hdjvcchy0mxquhh9wx8h3kzlkchfs,661.80969395,42475.23,28110518.96675586
2024-01-08,BTC,BNB,https://explorer.bnbchain.org/address/bnb1fnd0k5l4p3ck2j9x9dp36chk059w977pszdgdz,bnb1fnd0k5l4p3ck2j9x9dp36chk059w977pszdgdz,,43632.0,
2024-01-08,BTC,BNB,https://explorer.bnbchain.org/address/bnb1lsmt5a8vqqus5fwslx8pyyemgjtg4y6ugj308t,bnb1lsmt5a8vqqus5fwslx8pyyemgjtg4y6ugj308t,,43632.0,
2024-01-08,BTC,BNB,https://explorer.bnbchain.org/address/bnb1u2agwjat20494fmc6jnuau0ls937cfjn4pjwtn,bnb1u2agwjat20494fmc6jnuau0ls937cfjn4pjwtn,,43632.0,
2024-01-08,BTC,BSC,https://bscscan.com/address/0x8894e0a0c962cb723c1976a4421c95949be2d4e3,0x8894e0a0c962cb723c1976a4421c95949be2d4e3,,43632.0,
2024-01-08,BTC,BSC,https://bscscan.com/address/0xe2fc31f816a9b94326492132018c3aecc4a93ae1,0xe2fc31f816a9b94326492132018c3aecc4a93ae1,,43632.0,
2024-01-08,BTC,BSC,https://bscscan.com/address/0xf977814e90da44bfa03b6295a0616a897441acec,0xf977814e90da44bfa03b6295a0616a897441acec,,43632.0,
2024-01-08,BTC,BTC,https://explorer.btc.com/btc/search/1PJiGp2yDLvUgqeBsuZVCBADArNsk6XEiw,1PJiGp2yDLvUgqeBsuZVCBADArNsk6XEiw,11751.00717038,43632.0,512719944.8580202
2024-01-08,BTC,BTC,https://explorer.btc.com/btc/search/1Pzaqw98PeRfyHypfqyEgg5yycJRsENrE7,1Pzaqw98PeRfyHypfqyEgg5yycJRsENrE7,21209.88001531,43632.0,925429484.8280058
2024-01-08,BTC,BTC,https://explorer.btc.com/btc/search/34GUzCVLbdkMQ2UdVTaA4nxPwoovVS7y2J,34GUzCVLbdkMQ2UdVTaA4nxPwoovVS7y2J,1180.99985699,43632.0,51529385.76018768
2024-01-08,BTC,BTC,https://explorer.btc.com/btc/search/34HpHYiyQwg69gFmCq2BGHjF1DZnZnBeBP,34HpHYiyQwg69gFmCq2BGHjF1DZnZnBeBP,16306.62930752,43632.0,711490849.9457126
2024-01-08,BTC,BTC,https://explorer.btc.com/btc/search/34xp4vRoCGJym3xR7yCVPFHoCNxv4Twseo,34xp4vRoCGJym3xR7yCVPFHoCNxv4Twseo,248597.51961372,43632.0,10846806975.785831
2024-01-08,BTC,BTC,https://explorer.btc.com/btc/search/36zSLdRv1jyewjaC12fqK5fptn7PqewunL,36zSLdRv1jyewjaC12fqK5fptn7PqewunL,8.9e-06,43632.0,0.38832479999999997
2024-01-08,BTC,BTC,https://explorer.btc.com/btc/search/38DN2uFMZPiHLHJigfv4kWC9JWJrNnhLcn,38DN2uFMZPiHLHJigfv4kWC9JWJrNnhLcn,8.9e-06,43632.0,0.38832479999999997
2024-01-08,BTC,BTC,https://explorer.btc.com/btc/search/38Xnrq8MZiKmYmwobbYdZQ5nnCbX1qvQfE,38Xnrq8MZiKmYmwobbYdZQ5nnCbX1qvQfE,1.993e-05,43632.0,0.86958576
2024-01-08,BTC,BTC,https://explorer.btc.com/btc/search/395vnFScKQ1ay695C6v7gf89UzoFpx3WuJ,395vnFScKQ1ay695C6v7gf89UzoFpx3WuJ,1758.53038842,43632.0,76728197.90754144
2024-01-08,BTC,BTC,https://explorer.btc.com/btc/search/39884E3j6KZj82FK4vcCrkUvWYL5MQaS3v,39884E3j6KZj82FK4vcCrkUvWYL5MQaS3v,0.00060591,43632.0,26.43706512
2024-01-08,BTC,BTC,https://explorer.btc.com/btc/search/3AeUiDpPPUrUBS377584sFCpx8KLfpX9Ry,3AeUiDpPPUrUBS377584sFCpx8KLfpX9Ry,467.51317022,43632.0,20398534.64303904
2024-01-08,BTC,BTC,https://explorer.btc.com/btc/search/3AtnehKDkFPC1bKvdrEVPSRGCtxQH8F1R8,3AtnehKDkFPC1bKvdrEVPSRGCtxQH8F1R8,3.816e-05,43632.0,1.66499712
2024-01-08,BTC,BTC,https://explorer.btc.com/btc/search/3CySuFKbBS29M7rE5iJakZRNqb3msMeFoN,3CySuFKbBS29M7rE5iJakZRNqb3msMeFoN,2776.92688384,43632.0,121162873.79570687
2024-01-08,BTC,BTC,https://explorer.btc.com/btc/search/3EVVc8e2rxwUuERtdJCduWig8DnpsUqyA6,3EVVc8e2rxwUuERtdJCduWig8DnpsUqyA6,3.276e-05,43632.0,1.4293843199999998
2024-01-08,BTC,BTC,https://explorer.btc.com/btc/search/3FHNBLobJnbCTFTVakh5TXmEneyf5PT61B,3FHNBLobJnbCTFTVakh5TXmEneyf5PT61B,31275.3523796,43632.0,1364606175.0267072
2024-01-08,BTC,BTC,https://explorer.btc.com/btc/search/3HdGoUTbcztBnS7UzY4vSPYhwr424CiWAA,3HdGoUTbcztBnS7UzY4vSPYhwr424CiWAA,1999.91707484,43632.0,87260381.80941887
2024-01-08,BTC,BTC,https://explorer.btc.com/btc/search/3JFJPpH8Chwo7CDbyYQ4XcfgcjEP1FGRMJ,3JFJPpH8Chwo7CDbyYQ4XcfgcjEP1FGRMJ,193.94848973,43632.0,8462360.50389936
2024-01-08,BTC,BTC,https://explorer.btc.com/btc/search/3JJmF63ifcamPLiAmLgG96RA599yNtY3EQ,3JJmF63ifcamPLiAmLgG96RA599yNtY3EQ,6.66e-06,43632.0,0.29058912
2024-01-08,BTC,BTC,https://explorer.btc.com/btc/search/3LQUu4v9z6KNch71j7kbj8GPeAGUo1FW6a,3LQUu4v9z6KNch71j7kbj8GPeAGUo1FW6a,37927.07803192,43632.0,1654834268.6887333
2024-01-08,BTC,BTC,https://explorer.btc.com/btc/search/3LcgLHzTvjLKBixBvkKGiadtiw2GBSKKqH,3LcgLHzTvjLKBixBvkKGiadtiw2GBSKKqH,1999.7978025,43632.0,87255177.71868
2024-01-08,BTC,BTC,https://explorer.btc.com/btc/search/3LtrsjtyLsHoG8WQMe2RFw3de4pLTQZNcY,3LtrsjtyLsHoG8WQMe2RFw3de4pLTQZNcY,41.05205835,43632.0,1791183.4099272
2024-01-08,BTC,BTC,https://explorer.btc.com/btc/search/3M219KR5vEneNb47ewrPfWyb5jQ2DjxRP6,3M219KR5vEneNb47ewrPfWyb5jQ2DjxRP6,142775.68638158,43632.0,6229588748.201098
2024-01-08,BTC,BTC,https://explorer.btc.com/btc/search/3Me9QACjioepv2L2oKTC9QQ87NH6vFe1Zj,3Me9QACjioepv2L2oKTC9QQ87NH6vFe1Zj,192.5214804,43632.0,8400097.2328128
2024-01-08,BTC,BTC,https://explorer.btc.com/btc/search/3NXCvmLGz9SxYi6TnjbBQfQMcwiZ1iQETa,3NXCvmLGz9SxYi6TnjbBQfQMcwiZ1iQETa,541.06195521,43632.0,23607615.22972272
2024-01-08,BTC,BTC,https://explorer.btc.com/btc/search/3NjHh71XgjikBoTNYdWgXiNeZcLaKNThgb,3NjHh71XgjikBoTNYdWgXiNeZcLaKNThgb,888.7353096,43632.0,38777299.0284672
2024-01-08,BTC,BTC,https://explorer.btc.com/btc/search/3Qxak1CZhLyZ7GVckKphLURdLBCjMfz9bA,3Qxak1CZhLyZ7GVckKphLURdLBCjMfz9bA,5.46e-06,43632.0,0.23823072
2024-01-08,BTC,BTC,https://explorer.btc.com/btc/search/bc1qm34lsc65zpw79lxes69zkqmk6ee3ewf0j77s3h,bc1qm34lsc65zpw79lxes69zkqmk6ee3ewf0j77s3h,14182.05288154,43632.0,618791331.3273532
2024-01-08,BTC,ETH,https://etherscan.io/address/0x21a31ee1afc51d94c2efccaa2092ad1028285549,0x21a31ee1afc51d94c2efccaa2092ad1028285549,,43632.0,
2024-01-08,BTC,ETH,https://etherscan.io/address/0x28c6c06298d514db089934071355e5743bf21d60,0x28c6c06298d514db089934071355e5743bf21d60,,43632.0,
2024-01-08,BTC,ETH,https://etherscan.io/address/0xdfd5293d8e347dfe59e90efd55b2956a1343963d,0xdfd5293d8e347dfe59e90efd55b2956a1343963d,,43632.0,
2024-01-08,BTC,ETH,https://etherscan.io/address/0xf977814e90da44bfa03b6295a0616a897441acec,0xf977814e90da44bfa03b6295a0616a897441acec,,43632.0,
2024-01-08,BTC,BSC,https://bscscan.com/address/0x5a52e96bacdabb82fd05763e25335261b270efcb,0x5a52e96bacdabb82fd05763e25335261b270efcb,,43632.0,
2024-01-08,BTC,BTC,https://explorer.btc.com/btc/search/32bhzEniykYRFADVaRM5PYswsjC23cxtes,32bhzEniykYRFADVaRM5PYswsjC23cxtes,1958.99997046,43632.0,85475086.71111073
2024-01-08,BTC,BTC,https://explorer.btc.com/btc/search/3JqPhvKkAPcFB3oLELBT7z2tQdjpnxuDi9,3JqPhvKkAPcFB3oLELBT7z2tQdjpnxuDi9,443.99988902,43632.0,19372603.15772064
2024-01-08,BTC,BTC,https://explorer.btc.com/btc/search/3NPL82eaehTFh4r3StpHqVQBTnZJFaGsyy,3NPL82eaehTFh4r3StpHqVQBTnZJFaGsyy,1021.89095626,43632.0,44587146.203536324
2024-01-08,BTC,BNB,https://explorer.bnbchain.org/address/bnb17jky4rwhu9rzgrx7exrfc3pcd5z290ga8qfm0j,bnb17jky4rwhu9rzgrx7exrfc3pcd5z290ga8qfm0j,,43632.0,
2024-01-08,BTC,BSC,https://bscscan.com/address/0x0e4158c85ff724526233c1aeb4ff6f0c46827fbe,0x0e4158c85ff724526233c1aeb4ff6f0c46827fbe,,43632.0,
2024-01-08,BTC,BSC,https://bscscan.com/address/0xd3a22590f8243f8e83ac230d1842c9af0404c4a1,0xd3a22590f8243f8e83ac230d1842c9af0404c4a1,,43632.0,
2024-01-08,BTC,BTC,https://explorer.btc.com/btc/search/3AQ8bAh88TQU7JV1H3ovXrwsuV6s3zYZuN,3AQ8bAh88TQU7JV1H3ovXrwsuV6s3zYZuN,2669.22627683,43632.0,116463680.91064657
2024-01-08,BTC,BTC,https://explorer.btc.com/btc/search/3E97AjYaCq9QYnfFMtBCYiCEsN956Rvpj2,3E97AjYaCq9QYnfFMtBCYiCEsN956Rvpj2,8.791e-05,43632.0,3.83568912
2024-01-08,BTC,BTC,https://explorer.btc.com/btc/search/3Jy7A2rThtU9xm4o8gR3a9pvQuxXnRNuNF,3Jy7A2rThtU9xm4o8gR3a9pvQuxXnRNuNF,314.8039482,43632.0,13735525.8678624
2024-01-08,BTC,BTC,https://explorer.btc.com/btc/search/bc1q32lyrhp9zpww22phqjwwmelta0c8a5q990ghs6,bc1q32lyrhp9zpww22phqjwwmelta0c8a5q990ghs6,9561.79905698,43632.0,417200416.4541514
2024-01-08,BTC,BTC,https://explorer.btc.com/btc/search/bc1q78ufzeu8w8fwvxuphrdlg446xhyptf28fkatu5,bc1q78ufzeu8w8fwvxuphrdlg446xhyptf28fkatu5,0.0049376,43632.0,215.43736320000002
2024-01-08,BTC,BTC,https://explorer.btc.com/btc/search/bc1q7t9fxfaakmtk8pj7tdxjvwsng6y9x76czuaf5h,bc1q7t9fxfaakmtk8pj7tdxjvwsng6y9x76czuaf5h,10650.0003702,43632.0,464680816.1525664
2024-01-08,BTC,BTC,https://explorer.btc.com/btc/search/3F9CGMu7JSJnMHA8jFM2KgxuH6hhxtvENP,3F9CGMu7JSJnMHA8jFM2KgxuH6hhxtvENP,5.46e-06,43632.0,0.23823072
2024-01-08,BTC,ETH,https://etherscan.io/address/0x5a52e96bacdabb82fd05763e25335261b270efcb,0x5a52e96bacdabb82fd05763e25335261b270efcb,,43632.0,
2024-01-08,BTC,BTC,https://explorer.btc.com/btc/search/32KqbtrRVxC6GLUJgJhVQtFTaCdq4GrgBb,32KqbtrRVxC6GLUJgJhVQtFTaCdq4GrgBb,1910.2239743,43632.0,83346892.4466576
2024-01-08,BTC,BTC,https://explorer.btc.com/btc/search/3PXBET2GrTwCamkeDzKCx8DeGDyrbuGKoc,3PXBET2GrTwCamkeDzKCx8DeGDyrbuGKoc,45177.38819166,43632.0,1971179801.578509
2024-01-08,BTC,BTC,https://explorer.btc.com/btc/search/3QK5vQ9hucSg8ZC8Vizq83qEWeHFLAWMud,3QK5vQ9hucSg8ZC8Vizq83qEWeHFLAWMud,694.66399016,43632.0,30309579.218661122
2024-01-08,BTC,BSC,https://bscscan.com/address/0x08439901c2bb071cd0812ed329675c9657434083,0x08439901c2bb071cd0812ed329675c9657434083,,43632.0,
2024-01-08,BTC,BTC,https://explorer.btc.com/btc/search/bc1qq393eyjh8hdjvcchy0mxquhh9wx8h3kzlkchfs,bc1qq393eyjh8hdjvcchy0mxquhh9wx8h3kzlkchfs,661.80969395,43632.0,28876080.5664264
2024-01-15,BTC,BNB,https://explorer.bnbchain.org/address/bnb1fnd0k5l4p3ck2j9x9dp36chk059w977pszdgdz,bnb1fnd0k5l4p3ck2j9x9dp36chk059w977pszdgdz,,42279.75,
2024-01-15,BTC,BNB,https://explorer.bnbchain.org/address/bnb1lsmt5a8vqqus5fwslx8pyyemgjtg4y6ugj308t,bnb1lsmt5a8vqqus5fwslx8pyyemgjtg4y6ugj308t,,42279.75,
2024-01-15,BTC,BNB,https://explorer.bnbchain.org/address/bnb1u2agwjat20494fmc6jnuau0ls937cfjn4pjwtn,bnb1u2agwjat20494fmc6jnuau0ls937cfjn4pjwtn,,42279.75,
2024-01-15,BTC,BSC,https://bscscan.com/address/0x8894e0a0c962cb723c1976a4421c95949be2d4e3,0x8894e0a0c962cb723c1976a4421c95949be2d4e3,,42279.75,
2024-01-15,BTC,BSC,https://bscscan.com/address/0xe2fc31f816a9b94326492132018c3aecc4a93ae1,0xe2fc31f816a9b94326492132018c3aecc4a93ae1,,42279.75,
2024-01-15,BTC,BSC,https://bscscan.com/address/0xf977814e90da44bfa03b6295a0616a897441acec,0xf977814e90da44bfa03b6295a0616a897441acec,,42279.75,
2024-01-15,BTC,BTC,https://explorer.btc.com/btc/search/1PJiGp2yDLvUgqeBsuZVCBADArNsk6XEiw,1PJiGp2yDLvUgqeBsuZVCBADArNsk6XEiw,11751.00717038,42279.75,496829645.4118738
2024-01-15,BTC,BTC,https://explorer.btc.com/btc/search/1Pzaqw98PeRfyHypfqyEgg5yycJRsENrE7,1Pzaqw98PeRfyHypfqyEgg5yycJRsENrE7,21209.88001531,42279.75,896748424.5773029
2024-01-15,BTC,BTC,https://explorer.btc.com/btc/search/34GUzCVLbdkMQ2UdVTaA4nxPwoovVS7y2J,34GUzCVLbdkMQ2UdVTaA4nxPwoovVS7y2J,1180.99985699,42279.75,49932378.70357295
2024-01-15,BTC,BTC,https://explorer.btc.com/btc/search/34HpHYiyQwg69gFmCq2BGHjF1DZnZnBeBP,34HpHYiyQwg69gFmCq2BGHjF1DZnZnBeBP,16306.62930752,42279.75,689440210.4646187
2024-01-15,BTC,BTC,https://explorer.btc.com/btc/search/34xp4vRoCGJym3xR7yCVPFHoCNxv4Twseo,34xp4vRoCGJym3xR7yCVPFHoCNxv4Twseo,248597.51961372,42279.75,10510640979.888178
2024-01-15,BTC,BTC,https://explorer.btc.com/btc/search/36zSLdRv1jyewjaC12fqK5fptn7PqewunL,36zSLdRv1jyewjaC12fqK5fptn7PqewunL,8.9e-06,42279.75,0.376289775
